"country","geo","siec","type","unit","source","scenario","year","cap","cap_min","cap_max","target","target_exp","demand","problem","problem_desc","region","_file"
"Lithuania","LT","ED400","Energy demand - services","ktoe","NECP","obs",2020,576,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED400","Energy demand - services","ktoe","NECP","est",2025,638,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED400","Energy demand - services","ktoe","NECP","est",2030,660,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED400","Energy demand - services","ktoe","NECP","est",2035,699,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED400","Energy demand - services","ktoe","NECP","est",2040,736,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED200","Energy demand - transportation","ktoe","NECP","obs",2020,2190.4,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED200","Energy demand - transportation","ktoe","NECP","est",2025,2272,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED200","Energy demand - transportation","ktoe","NECP","est",2030,1739,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED200","Energy demand - transportation","ktoe","NECP","est",2035,1469,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED200","Energy demand - transportation","ktoe","NECP","est",2040,1353,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED500","Other sectors,","ktoe","NECP","obs",2020,157.9,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED500","Other sectors,","ktoe","NECP","est",2025,151,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED500","Other sectors,","ktoe","NECP","est",2030,150,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED500","Other sectors,","ktoe","NECP","est",2035,131,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","ED500","Other sectors,","ktoe","NECP","est",2040,132,NA,NA,0,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA300","Wind","ktoe","NECP_old","obs",2020,133.4,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA300","Wind","ktoe","NECP_old","est",2025,491,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA300","Wind","ktoe","NECP_old","EBA",2025,1034,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA300","Wind","ktoe","NECP_old","est",2030,1719,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA320","Wind off shore","GW","Baltic Wind","target",2030,0.7,NA,NA,1,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA310","Wind on shore","GW","NECP","target",2030,1.54,NA,NA,1,NA,0,"1","This is taken the Wind targets minus the off shore targets","Poland and Baltics",21
"Lithuania","LT","RA400","Solar","ktoe","NECP_old","obs",2020,11.1,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA400","Solar","ktoe","NECP_old","est",2025,351,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA400","Solar","ktoe","NECP_old","EBA",2025,397,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA400","Solar","ktoe","NECP_old","est",2030,427,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","HYD","Hydrogen","ktoe","NECP","PPP",2025,2,NA,NA,0,NA,1,"1","This is a subset of transportation","Poland and Baltics",21
"Lithuania","LT","HYD","Hydrogen","ktoe","NECP","PPP",2030,8,NA,NA,0,NA,1,"1","This is a subset of transportation","Poland and Baltics",21
"Lithuania","LT","HYD","Hydrogen","ktoe","NECP","PPP",2035,9,NA,NA,0,NA,1,"1","This is a subset of transportation","Poland and Baltics",21
"Lithuania","LT","HYD","Hydrogen","ktoe","NECP","PPP",2040,11,NA,NA,0,NA,1,"1","This is a subset of transportation","Poland and Baltics",21
"Lithuania","LT","RA310","Wind off shore","GW","NECP","PPP",2030,1.4,NA,NA,0,NA,0,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA420","Solar photovoltaic","GW","NECP","WAM",2027,2.165,NA,NA,1,NA,1,"0",NA,"Poland and Baltics",21
"Lithuania","LT","RA420","Solar photovoltaic","GW","NECP","WAM",2030,2.24,NA,NA,1,NA,0,"0",NA,"Poland and Baltics",21
"Luxembourg","LU","RA300","Wind","GW","NECP","obs",2021,0.136,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","obs",2022,0.143,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","obs",2023,0.187,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","obs",2024,0.222,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","target",2025,0.304,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","target",2026,0.348,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","target",2027,0.377,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","target",2028,0.393,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","target",2029,0.418,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GW","NECP","target",2030,0.453,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","obs",2021,0.277,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","obs",2022,0.351,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","obs",2023,0.433,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","obs",2024,0.533,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","target",2025,0.644,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","target",2026,0.756,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","target",2027,0.867,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","target",2028,0.989,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","target",2029,1.111,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA420","Solar photovoltaic","GW","NECP","target",2030,1.236,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","obs",2021,0.277,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","obs",2022,0.351,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","obs",2023,0.433,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","obs",2024,0.533,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","target",2025,0.644,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","target",2026,0.756,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","target",2027,0.867,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","target",2028,0.989,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","target",2029,1.111,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GW","NECP","target",2030,1.236,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GWh","NECP","target",2027,780,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GWh","NECP","target",2028,890,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GWh","NECP","target",2029,1000,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA400","Solar","GWh","NECP","target",2030,1112,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GWh","NECP","target",2027,867,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GWh","NECP","target",2028,903,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GWh","NECP","target",2029,962,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA300","Wind","GWh","NECP","target",2030,1043,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","EL200","Electricity demand - transportation","GWh","NECP","est",2025,371,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","EL200","Electricity demand - transportation","GWh","NECP","est",2026,445,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","EL200","Electricity demand - transportation","GWh","NECP","est",2027,520,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","EL200","Electricity demand - transportation","GWh","NECP","est",2028,597,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","EL200","Electricity demand - transportation","GWh","NECP","est",2029,676,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","EL200","Electricity demand - transportation","GWh","NECP","est",2030,755,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","HYD","Hydrogen","GWh","NECP","est",2026,20,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","HYD","Hydrogen","GWh","NECP","est",2027,25,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","HYD","Hydrogen","GWh","NECP","est",2028,85,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","HYD","Hydrogen","GWh","NECP","est",2029,138,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","HYD","Hydrogen","GWh","NECP","est",2030,230,NA,NA,0,NA,1,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","obs",2021,0.136,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","obs",2022,0.143,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","obs",2023,0.187,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","obs",2024,0.222,NA,NA,0,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","target",2025,0.304,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","target",2026,0.348,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","target",2027,0.377,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","target",2028,0.393,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","target",2029,0.418,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","RA310","Wind on shore","GW","NECP","target",2030,0.453,NA,NA,1,NA,0,"0",NA,"West",22
"Luxembourg","LU","ED010","Final energy consumption","GWh","NECP","target",2030,36949,NA,NA,1,NA,1,"0",NA,"West",22
"Netherlands","NL","RA300","Wind","GW","NECP","est",2030,23.2,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA300","Wind","GW","NECP","est",2040,28.3,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA310","Wind on shore","GW","NECP","est",2030,7.4,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA310","Wind on shore","GW","NECP","est",2040,7.1,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA320","Wind off shore","GW","NECP","est",2030,15.8,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA320","Wind off shore","GW","NECP","est",2040,21.2,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA400","Solar","GW","NECP","est",2025,22.7,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA400","Solar","GW","NECP","est",2030,25.7,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA400","Solar","GW","NECP","est",2040,42.6,NA,NA,1,0,0,"1","This is not a target, but an estimate. However, since the Netherlands does not have an explicit target for 2040, this value is used as the closest thing representing a target path. This value can be excluded using targ_exp.","West",23
"Netherlands","NL","RA420","Solar photovoltaic","GW","NECP","est",2025,22.7,NA,NA,0,0,0,"0",NA,"West",23
"Netherlands","NL","RA420","Solar photovoltaic","GW","NECP","est",2030,25.7,NA,NA,1,0,0,"0","This is not a target, but an estimate. However, since the Netherlands does not have an explicit target for 2040, this value is used as the closest thing representing a target path. This value can be excluded using targ_exp.","West",23
"Netherlands","NL","RA420","Solar photovoltaic","GW","NECP","est",2040,42.6,NA,NA,1,0,0,"1","This is not a target, but an estimate. However, since the Netherlands does not have an explicit target for 2040, this value is used as the closest thing representing a target path. This value can be excluded using targ_exp.","West",23
"Netherlands","NL","RA320","Wind off shore","GW","NCA","target",2024,5,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","RA320","Wind off shore","GW","NCA","target",2030,21,NA,NA,1,1,0,"1","This has been postponed to 2032.","West",23
"Netherlands","NL","RA320","Wind off shore","GW","NCA","target",2035,35,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","RA320","Wind off shore","GW","NCA","target",2050,70,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","RA300","Solar","TWh","NCA","target",2030,35,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","N9000","Nuclear fuels and other fuels n.e.c.","GW","NPA","target",2050,5,3.5,7,1,1,0,"0",NA,"West",23
"Netherlands","NL","EM1990","Emission reduction 1990","Percent","NECP","target",2030,55,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","EM000","Emission reduction","CN","NECP","target",2050,0,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","REC000","Gross final energy consumption - renewables","Percent","NECP","target",2030,27,NA,NA,1,1,0,"1","Uncertain if this is gross final energy consumption or not.","West",23
"Netherlands","NL","E7200","Electricity - carbon free","Percent","NECP","target",2035,100,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","EC010","Primary energy consumption","PJ","NECP","target",2030,1950,NA,NA,1,1,1,"0",NA,"West",23
"Netherlands","NL","EC020","Final energy consumption","PJ","NECP","target",2030,1837,NA,NA,1,1,1,"0",NA,"West",23
"Netherlands","NL","EC010","Primary energy consumption","PJ","KEV","est",2022,2356,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","EC010","Primary energy consumption","PJ","KEV","est",2025,2462,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","EC010","Primary energy consumption","PJ","KEV","est",2030,2246,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","EC010","Primary energy consumption","PJ","KEV","est",2035,2050,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED100","Energy demand - households","PJ","KEV","est",2022,613,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED100","Energy demand - households","PJ","KEV","est",2025,573,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED100","Energy demand - households","PJ","KEV","est",2030,572,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED100","Energy demand - households","PJ","KEV","est",2035,504,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED200","Energy demand - transportation","PJ","KEV","est",2022,572,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED200","Energy demand - transportation","PJ","KEV","est",2025,607,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED200","Energy demand - transportation","PJ","KEV","est",2030,592,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED200","Energy demand - transportation","PJ","KEV","est",2035,525,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED300","Energy demand - industry","PJ","KEV","est",2022,838,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED300","Energy demand - industry","PJ","KEV","est",2025,905,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED300","Energy demand - industry","PJ","KEV","est",2030,856,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED300","Energy demand - industry","PJ","KEV","est",2035,812,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED500","Energy demand - agriculture","PJ","KEV","est",2022,109,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED500","Energy demand - agriculture","PJ","KEV","est",2025,125,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED500","Energy demand - agriculture","PJ","KEV","est",2030,119,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED500","Energy demand - agriculture","PJ","KEV","est",2035,107,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED700","Energy demand - electricity","PJ","KEV","est",2022,269,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED700","Energy demand - electricity","PJ","KEV","est",2025,252,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED700","Energy demand - electricity","PJ","KEV","est",2030,151,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","ED700","Energy demand - electricity","PJ","KEV","est",2035,102,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","RA600","Ambient heat (heat pumps)","PJ","KEV","est",2030,50,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","RA610","Geothermal heat pumps","Number","NPE","est",2030,3e+05,NA,NA,0,0,1,"0",NA,"West",23
"Netherlands","NL","RA620_E","Aerothermal and hydrothermal heat pumps - electric","Number","NPE","est",2030,450000,3e+05,6e+05,0,0,1,"0",NA,"West",23
"Netherlands","NL","RA620_H","Aerothermal and hydrothermal heat pumps - hybrid","Number","NPE","est",2030,7e+05,6e+05,8e+05,0,0,1,"0",NA,"West",23
"Netherlands","NL","RA620","Aerothermal and hydrothermal heat pumps","Number","NPE","est",2030,1150000,9e+05,1400000,0,0,1,"0",NA,"West",23
"Netherlands","NL","RHYD","Hydrogen of renewable origin","GW","NECP","target",2025,0.5,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","RHYD","Hydrogen of renewable origin","GW","NECP","target",2030,3.5,3,4,1,1,0,"0",NA,"West",23
"Netherlands","NL","RHYD","Hydrogen of renewable origin","GW","NECP","target",2032,8,NA,NA,1,1,0,"0",NA,"West",23
"Netherlands","NL","EV000","Electric vehicles","Number","NECP","target",2030,1900000,NA,NA,1,1,1,"0",NA,"West",23
"Norway","NO","RA300","Wind","GW","IEA","est",2021,4.929,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","GW","IEA","est",2025,5.041,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","GW","IEA","est",2030,5.019,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA320","Wind off shore","GW","GOV_W","target",2040,30,NA,NA,1,1,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Solar","GW","IEA","est",2021,0.3,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Solar","GW","IEA","est",2025,0.699,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Solar","GW","IEA","est",2030,1.796,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","GW","IEA","est",2021,0.3,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","GW","IEA","est",2025,0.699,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","GW","IEA","est",2030,1.796,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA400","Solar","TWh","GOV_S","target",2030,8,NA,NA,1,1,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","TWh","GOV_S","target",2030,8,NA,NA,1,1,0,"0",NA,"Nordics",24
"Norway","NO","EM1990","Emission reduction 1990","Percent","GOV_E","target",2030,55,NA,NA,1,1,0,"0",NA,"Nordics",24
"Norway","NO","EL000","Electricity demand","TWh","NVE","est",2050,200,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL000","Electricity demand","TWh","NVE","est",2022,135,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL000","Electricity demand","TWh","NVE","est",2030,163,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL000","Electricity demand","TWh","NVE","est",2035,176,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL000","Electricity demand","TWh","NVE","est",2040,191,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL000","Electricity demand","TWh","NVE","est",2050,208,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL140","Electricity demand - households and services","TWh","NVE","est",2022,62,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL140","Electricity demand - households and services","TWh","NVE","est",2030,62,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL140","Electricity demand - households and services","TWh","NVE","est",2035,61,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL140","Electricity demand - households and services","TWh","NVE","est",2040,60,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL140","Electricity demand - households and services","TWh","NVE","est",2050,58,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL200","Electricity demand - transportation","TWh","NVE","est",2022,3,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL200","Electricity demand - transportation","TWh","NVE","est",2030,8,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL200","Electricity demand - transportation","TWh","NVE","est",2035,13,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL200","Electricity demand - transportation","TWh","NVE","est",2040,16,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL200","Electricity demand - transportation","TWh","NVE","est",2050,22,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL300","Electricity demand - industry","TWh","NVE","est",2022,52,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL300","Electricity demand - industry","TWh","NVE","est",2030,62,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL300","Electricity demand - industry","TWh","NVE","est",2035,66,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL300","Electricity demand - industry","TWh","NVE","est",2040,75,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL300","Electricity demand - industry","TWh","NVE","est",2050,81,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL700","Electricity demand - hydrogen","TWh","NVE","est",2022,0,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL700","Electricity demand - hydrogen","TWh","NVE","est",2030,4,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL700","Electricity demand - hydrogen","TWh","NVE","est",2035,7,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL700","Electricity demand - hydrogen","TWh","NVE","est",2040,12,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL700","Electricity demand - hydrogen","TWh","NVE","est",2050,20,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL800","Electricity demand - others","TWh","NVE","est",2022,19,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL800","Electricity demand - others","TWh","NVE","est",2030,27,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL800","Electricity demand - others","TWh","NVE","est",2035,29,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL800","Electricity demand - others","TWh","NVE","est",2040,28,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","EL800","Electricity demand - others","TWh","NVE","est",2050,27,NA,NA,0,0,1,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","TWh","NVE","obs",2022,14.8,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","TWh","NVE","est",2030,17.8,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","TWh","NVE","est",2035,31.2,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","TWh","NVE","est",2040,52,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA300","Wind","TWh","NVE","est",2050,59.4,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA310","Wind on shore","TWh","NVE","obs",2022,14.8,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA310","Wind on shore","TWh","NVE","est",2030,17.8,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA310","Wind on shore","TWh","NVE","est",2035,20,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA310","Wind on shore","TWh","NVE","est",2040,23.1,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA310","Wind on shore","TWh","NVE","est",2050,30.5,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA320","Wind off shore","TWh","NVE","obs",2022,0,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA320","Wind off shore","TWh","NVE","est",2030,0,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA320","Wind off shore","TWh","NVE","est",2035,11.2,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA320","Wind off shore","TWh","NVE","est",2040,28.9,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA320","Wind off shore","TWh","NVE","est",2050,28.9,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA400","Solar","TWh","NVE","obs",2022,0.2,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA400","Solar","TWh","NVE","est",2030,3.9,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA400","Solar","TWh","NVE","est",2035,6.6,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA400","Solar","TWh","NVE","est",2040,8.8,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA400","Solar","TWh","NVE","est",2050,10.5,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","TWh","NVE","obs",2022,0.2,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","TWh","NVE","est",2030,3.9,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","TWh","NVE","est",2035,6.6,NA,NA,0,0,0,"0",NA,"Nordics",24
"Norway","NO","RA420","Solar photovoltaic","TWh","NVE","est",2040,8.8,NA,NA,0,0,0,"0",NA,"Nordics",24
